Initial Text,Cleaned Text
", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly.",in i am setting out on a six hundred mile drive home mostly i am hoping it go quickly
_Phelps hello michael  have a nice day,hello michael have a nice day
 love it!,love it
I got overexcited about pizza and burned my mouth.,i got overexcited about pizza and burned my mouth
 thank you. We had a blast,thank you we had a blast
Why don`t we close the library due to the great weather?  And the ac isn`t working  #fb,why do not we close the library due to the great weather and the ac is not working fb
_Obsession lol but its only gonna be 80  the water will prob be cold as heck...,obsession laughing out loud but it only going to be eighty the water will pro be cold a heck
" Too easy! Happy Mother`s Day, to a great mom!",too easy happy mother s day to a great mom
At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah,at t g i friday with some of my favorite people ever we made a reservation for twenty and we have like fifty people here haha
  I love your tweets... Your sweet,i love your tweet your sweet
GREG NOOOOO DON LEAVE ME  U SHUD HAVE GONE THROOOOOOOOOOOOOO!!!!!! im gonna find u restaurant don`t worry lol  cry cry cry,greg not don leave me throw im going to find you restaurant do not worry laughing out loud cry cry cry
Going to be a strange weekend. Probably srtarting off with working til midnight tonight,going to be a strange weekend probably starting off with working til
Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,why do you your me doe it bring you joy to see me cry you know i love you more then anything and yet you break my heart everyday
 A 25 year old zebra with wind? Lol,a twenty-five year old zebra with wind laughing out loud
stupid playstation! stupid controllers don`t work so I can`t play kingdom hearts.,stupid playstation stupid controller do not work so i cannot play kingdom heart
@_juliamarie people just don`t appreciate nature. it`s sad. did the lil dude survive?,juliamarie people just do not appreciate nature it ha sad did the lil dude survive
 ugly. What programmes do you have open?,ugly what programme do you have open
 That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,that would panic me a little maybe you can read on an orbitron at the gym like i do when all else fails
so much to do by 1 pm. i don`t think i`m going to get it all done,so much to do by i do not think i am going to get it all done
" I love how Alex Pardee colours his picturs, so differnt",i love how colour his picture so different
gooooood morning,good
goodnight all in the twitterverse,goodnight all in the twitterverse
 awwwwweeee nick,agree nick
At hospital.. Uncle is in surgury after heart attack,at hospital is in surgery after heart attack
 I see. I guess there must be lots of Hawks fans in Texas on twitter.,i see i guess there must be lot of fan in on twitter
 Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold,that ha that is ok ur a good person my idol soo good people deserve sum good comment how the weather ovum der is cold
eating maccies,eating match
 yup .. sad eh .. Betty man .. it should have been betty,yup sad eh betty man it should have been betty
" Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far away.",well yeah but my mom doe not wannadrive all the way to sac if we were that far away
"And I`m back, from a sooper dooper, extra bharia, extra dhumchik two day stay at mom`s place, yay!  It`s a fun fun feelin`",and i am back from a sooner cooper extra sharia extra dhumchik two day stay at mom s place yay it ha a fun fun feeling
 haven`t worked there for a long time but kinda miss it! I miss anna  seen her? i`ll prob be in SLO most of the summer! you?,have not worked there for a long time but kinda miss it i miss anna seen her i shall pro be in most of the summer you
 I`m going to jordan & jeffs wedding next weekend in atl.,i am going to jordan jeff wedding next weekend in atl
" ew, tongue kiss",ew tongue keep it simple stupid
Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking good,beautiful day on just hope the thunderstorm stay away it s not looking good
"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!",it get worse every year and two thousand and ten two thousand and eleven will be the worst oh and six month today
Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,walmart opening it first store in tomorrow of all place the horror hoping it limited to wholesale
yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho,yay dad agreed to pay for my tuition and equipment pipe not till nxt jan tho
has just booked her appointment to give blood 18:20pm 2nd June! Scared,ha just booked her appointment to give blood eighteen second june scared
Just chillin`.. I`m a bit bored boohoo  !,just chilling i am a bit bored boyhood
I miss you,i miss you
EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!,everyone keep checking demistylesource com new update coming soon
its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,it sad that the rat are becoming aggressive against the guinea pig i have to seperate them
Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).,great to be sunbathing in my garden and i shall be watching to see if they can win this important match on tv
Daddy just left.................without me  http://yfrog.com/13pdrmj,daddy just left without me
" http://twitpic.com/4jjlc - I love it! If it`s pouring rain, I still want to go.",i love it if it ha pouring rain i still want to go
chillin after a LOOOONNNGGG day of basketball  hella tired sleepy time zzzz,chilling after a day of basketball della tired sleepy time zz
