Initial Text,Cleaned Text
"word is marlon brando gave him 25 cent . . . yeah , tha GODFATHER",word is maroon brand gave him cent yeah tha godfath
In KL now took wrong turn after Sg Besi now jam in city center,in kl now took wrong turn after sg best now jam in citi center
but now i have no money for a phone,but now i have no money for a phone
I slept so late,i slept so late
" Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",were done so much for them then brazilian ha but no meh i think they love the other countri more then the uk
why does my life suck?,whi doe my life suck
 WORD!!!!!,word
gosh it`s anoher cloudy day  wish they would go away.. or rain..,josh it ` s anoth cloudi day wish they would go away or rain
 i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt,i wa watch tv yesterday and the medium is on u u were number five i think for worst beach bodi becaus of ur butt
...what ever happened w/ creating music in collaboration just for fun without the 'what am i getting out of it' question in mind? PLEASE!,what ever happen w creat music in collabor just for fun without the what am i get out of it question in mind pleas
 Swine Flu victims unite  http://oinkflu.info,swine flu victim unit
"google wave next, can`t keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?",googl wave next can ` t keep up with the way i can communic with peopl now what happen to good old fashion letter write
"  Blushing, blushing & once again blushing!",flush flush onc again flush
"whoa, I`ve got to go to bed, night!",who i ` ve got to go to bed night
I`ll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,i ` ll guess i will see everyon after the weekend gon na be have major tweet carv the entir time
"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!",age mann i miss like half wow nd i dont like to start watch thing in the middl of the show i forgot to record it im made
"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",in other news i like this band medium and it easygo melancholyyetcheeri song it ` s good listen
 he totally got you! ;) i think it`s awesome.,he total got you i think it ` s awesom
"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",a shelter afternoon no wonder the creepi slither snake are head to the creek the nasti thing can swim frighten detail
 Yep...sadly I only had 10 min before a meeting!,yepsad i onli had min befor a meet
 mmmm... looks so yummy! good seeing u,mmmm look so dummi good see u
   woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,voodoo i got the sunbeam caf seri grinder at eu food for onli epic win
 No html converter on there   Think we`re going with  http://bit.ly/3pJNC  `cause it took 5 min. to get working.,no html convert on there think we ` re go with ` caus it took min to get work
Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,love ice cream love cake cooki and cream ice cream cake top them both
Eating some ice cream cake  its bomb!,eat some ice cream cake it bomb
projects suck,project suck
 its tomorrow.,it tomorrow
 SO DO I!!   My jet is in the repair shop...lol,so do i my jet is in the repair shoplol
 I must of brought the bad weather with me to the states,i must of brought the bad weather with me to the state
I wish my roommates were coming home soon  maybe i should take a nap to waste time,i wish my roommat were come home soon mayb i should take a nap to wast time
that was reallly good,that wa realli good
"The Rain Makes Me Sad. Its Like I Want To Kill myself,<-",the rain make me sad it like i want to kill myself
" HEY! aww man, no, i didnt IGNORE YOU i just dont have mobile web. so i can only txt.  i can see you unless i`m here >",hey www man no i didnt ignor you i just dont have mobil web so i can onli txt i can see you unless i ` m here
"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ",just got up smoke a cig and drink coffe i need to start work on my final project for the univ
I hate that place!,i hate that place
 i miss yoooooooooooooooooooou my poia,i miss yoooooooooooooooooooou my pia
Happy Mother`s Day to all the Mom`s out there I happen to have the greatest Mom in the world  I love my Mom she`s my best friend,happi mother ` s day to all the mom ` s out there i happen to have the greatest mom in the world i love my mom she ` s my best friend
 that`s a brilliant idea! only one buzz though,that ` s a brilliant idea onli one buzz though
" i should have shouldnt i, im happy you enjoyed it cos im thoughtful like that you see, and YAYA i hav 20 followers  woop",i should have shouldnt i im happi you enjoy it co im thought like that you see and maya i hav follow wood
 Just seeing if anyone was still awake,just see if anyon wa still awak
 Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen (I can`t spell it),yeah i know thing would be so much easier that way i ` m bore the boy are play tekenen i can ` t spell it
_pax Oh man... I`m so sorry to hear that. I hope everything works out,pax oh man i ` m so sorri to hear that i hope everyth work out
"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm",boy are sit down for photo no touch and no handshak allow asylum
" happy birthday, amber! hope it`s a great one...and - you`re far away from thirty...shhh...you`re making us 29`ers feel sad!",happi birthday amber hope it ` s a great ocean you ` re far away from thirtyshhhyou ` re make u ` er feel sad
 I did wake up but i appear to have missed you by not much!,i did wake up but i appear to have miss you by not much
 Well I live in Ohio  but here`s our California parks: http://tinyurl.com/nmr7pc,well i live in ohio but here ` s our california park
_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by . Kudos.,benson love it you continu to delight u amber great job on the back and the video by kudo
Not ah huge fan of getting up in the middle of the night to change peed sheets and underpants.,not ah huge fan of get up in the middl of the night to chang seed sheet and underpart
 That sounds **** too.,that sound too
 idk if i could.  it would cost me soo much there.,id if i could it would cost me soo much there
not goin tto tafe,not go tto take
 thank for Thinking of us and caring,thank for think of u and care
" I know how you feel. My head is getting stuffier and stuffier, and it is not fun.",i know how you feel my head is get suffer and suffer and it is not fun
has found a free wifi point ... and it`s sunny,ha found a free wifi point and it ` s sunni
 haha calm down. Youll get ur shades. I`m still sick tho. So I`ll prolly knockout after,haha calm down you get ur shade i ` m still sick tho so i ` ll poll knockout after
 LOL we`re such twitter addicts,lol we ` re such twitter addict
Happy Mother`s day; God bless you & all mother`s worldwide; mother nature...  technology emotion in motion...,happi mother ` s day god bless you all mother ` s worldwid mother natur technolog emot in motion
http://twitpic.com/4wmaw - pink.green.. Love it.!,pinkgreen love it
 looking forward to the reading this post as I like your `no ****` writing and often learn a few things,look forward to the read this post a i like your ` no ` write and often learn a few thing
